spb,1646721901512368279,196920,196928,34.089477960593136,32.88137314645541,12.508125126955107,1603.5148439986654,1546.6875143218815,588.3623191546295
spb,1646729477618732279,213320,213376,0.29626851678229893,0.018751171948246766,0.0018751171948246765,13.671724788903735,0.8652990372723883,0.08652990372723883
spb,1646739018296406479,800,800,100.0,99.875,50.375,20.044472257179766,20.01941666685829,10.097402899554307
spb,1646735519579278417,196920,193424,34.51198456225878,34.13061141580337,23.693378021531586,1615.441449608495,1597.5900859049596,1109.0427114725144
spb,1646737854969483642,100,100,100.0,98.0,34.0,2.5902991845592385,2.538493200868054,0.8807017227501411
spb,1646720964332380244,213320,213376,3.8374273392087,0.9094318394899681,0.0009375585974123383,181.7304068994733,43.06828602308554,0.04440029486916035
spb,1646736571540891284,25600,19200,74.953125,74.625,12.01171875,479.4446317996251,477.3457497342108,76.83407560891428
spb,1646736887063888942,12800,12800,99.8359375,99.03125,13.523437499999998,319.96752486714405,317.3885550681523,43.34171574810442
spb,1646736190246807667,51200,51200,99.90234375,99.52734375,19.08203125,1276.3659568232151,1271.5749057242892,243.79463144013314
spb,1646728127925975792,200,300,150.0,150.0,140.5,7.617621109365853,7.617621109365853,7.135171772439349
spb,1646724968930210779,3200,3200,98.90625,92.5,10.875,80.48157265671429,75.26870618131889,8.8491586996956
spb,1646721372056791204,196920,147696,12.51523461304083,12.449217956530571,12.18515133048954,580.2127273104448,577.1521610880728,564.9098961985849
spb,1646727806152075604,400,400,100.0,99.75,50.74999999999999,10.072357960229006,10.047177065328434,5.11172166481622
spb,1646728485388888764,100,50,50.0,50.0,0.0,1.3012114398685064,1.3012114398685064,0.0
spb,1646723095595887767,102400,102400,99.423828125,99.072265625,14.4345703125,2538.6676137736263,2529.690889080978,368.5693546723109
spb,1646737537039665729,3200,3200,98.9375,78.5,10.25,80.4385672171582,63.822388139450844,8.333496540501544
spb,1646727506279255529,800,800,100.0,99.75,64.875,20.036878220501904,19.98678602495065,12.998924745550612
spb,1646724241243901654,12800,12800,100.0,98.8046875,14.09375,320.6346455805734,316.80205958261814,45.189445361512064
spb,1646739336876586779,400,400,100.0,99.25,62.25000000000001,10.071892334284831,9.996353141777695,6.269752978092307
spb,1646739650257126817,200,200,99.0,99.0,52.0,5.0365718590491,5.0365718590491,2.6454720875813456
spb,1646729932490163860,196920,147696,12.559922811293928,12.492382693479586,12.279098110907984,582.7524287906683,579.6187178365116,569.7227885075955
spb,1646724612852420579,6400,6400,99.6875,96.046875,13.218750000000002,160.53401421421583,154.67125162614178,21.28711222965934
spb,1646731770126925292,182840,182912,90.63224677313498,76.6714066943776,19.33876613432509,4122.962176799329,3487.8679619870063,879.7420802926009
spb,1646723492632033404,51200,51200,99.935546875,99.59765625,14.484375,1276.8429822129235,1272.525866964368,185.0620039496363
spb,1646730292298500992,182840,186416,80.91828921461386,69.1757821045723,25.720848829577776,3576.5261856638763,3057.516397246066,1136.8417480071157
spb,1646728830473539029,182840,137584,70.56278713629402,69.52800262524612,13.884817326624372,3215.385940585159,3168.23316072214,632.6995889970735
spb,1646723899683986729,25600,25600,99.96875,99.45703125,12.72265625,639.444873163348,636.1716909820258,81.37980430966803
spb,1646732362227340940,182840,137184,60.37136294027565,52.3326405600525,13.623933493765039,2623.6764205715212,2274.3219363705102,592.0819296126813
spb,1646737213578408954,6400,6400,99.53125,96.9375,12.1875,160.34836329461282,156.16974032649574,19.634493464646468
spb,1646731483365934212,51200,38400,74.896484375,74.78125,12.23046875,956.9159313947855,955.4436378658969,156.26274708306119
spb,1646722698131601029,170640,170688,95.39791373652133,93.64275668073137,20.275433661509613,4058.8736583485156,3984.197384403091,862.6543325421682
spb,1646738307261421342,25600,25600,99.8671875,99.42578125,15.36328125,638.6038445350645,635.7812585054759,98.24098101214146
spb,1646722361132537844,182840,137184,68.8252023627215,63.75246116823452,12.677204112885581,3137.604621891473,2906.348400753175,577.9286199207124
spb,1646731075915855079,102400,102400,99.0400390625,98.712890625,21.8857421875,2528.921116436805,2520.5676000243066,558.8377800611854
spb,1646738674899394017,1600,1600,99.1875,75.5625,9.6875,41.15401912819205,31.35173857970018,4.019453664064126
spb,1646740747928306692,1600,1600,99.1875,71.5625,9.1875,41.16928142211388,29.703104743743165,3.813411700725105
spb,1646730702663470617,170640,170688,96.2037037037037,95.27777777777777,25.60829817158931,4060.8195765904175,4021.735653812839,1080.9425680598924
spb,1646725329335226779,1600,1600,99.5,65.5625,10.5625,41.28380748534759,27.20270983173971,4.382514739336521
spb,1646739973561664229,100,100,100.0,99.0,48.0,2.5969257772771366,2.570956519504365,1.2465243730930256
spb,1646828545523250742,800,800,100.0,99.875,56.375,20.04921556429865,20.024154044843275,11.302745274373363
net,1646822354321605242,213320,42084,0.8273954622163885,0.7941121320082505,0.4495593474592162,26.74580512129514,25.66991154417789,14.532140006414755
spb,1646828051427071754,1600,700,43.5625,42.4375,11.625,18.096801704032963,17.6294524491225,4.8292756340747935
net,1646840001036062932,400,200,50.0,50.0,49.5,5.048998795444403,5.048998795444403,4.998508807489959
spb,1646834507655961017,1600,1200,74.875,73.3125,22.3125,8.641993771692857,8.461651664604107,2.5752852892273372
spb,1646835262049977092,1600,1600,98.75,73.25,8.4375,41.00018618952654,30.412796338053862,3.5031804655608116
net,1646824794097080129,102400,41678,2.78125,2.080078125,0.0380859375,65.43861589303435,48.94109966719213,0.8961046417936586
net,1646826992524792617,6400,6400,74.765625,25.124999999999996,8.609375,120.51394331232805,40.498729539440646,13.877363169298382
spb,1646825367149403167,51200,51200,99.98046875,99.654296875,20.376953125,1277.7094728648437,1273.5411297906412,260.40912151589987
net,1646822927992029779,196920,41927,1.2141986593540524,1.1827137924030062,0.6708307942311599,26.020367984407102,25.345644933368522,14.375954039063897
net,1646899977117962980,100,100,98.0,98.0,49.0,2.5433765783174547,2.5433765783174547,1.2716882891587273
spb,1646826469832829492,12800,4800,37.421875,37.234375,14.71875,120.29798206261245,119.6952364322361,47.315531984543185
net,1646823586979633854,182840,34969,0.43863487201925183,0.4260555677094728,0.22970903522205208,12.247734936390959,11.896490667641592,6.4140257771623475
net,1646828051427411654,1600,700,40.5625,40.4375,2.9375,16.848834737871027,16.796912288755863,1.2201775542063764
spb,1646829177828023617,200,200,100.0,98.5,49.5,5.088570631373491,5.012242071902889,2.5188424625298778
spb,1646823586979177992,182840,182912,94.68114198206082,91.83439072413039,20.686939400568804,4314.29223158005,4184.575620856692,942.6322927954469
net,1646826469833142267,12800,12800,56.95312500000001,40.1015625,17.4375,182.54791921273244,128.53476945390338,55.891214771305734
spb,1646824794096793929,102400,102400,99.240234375,98.9140625,24.61328125,2534.6791453039286,2526.348440982704,628.6439272818899
net,1646825367149090967,51200,37575,5.74609375,4.642578125,2.87109375,57.64897825012165,46.577709483527926,28.80489395910225
spb,1646827510317571317,3200,3200,99.40625,83.53125,11.5625,80.8776947364167,67.96167181089024,9.407339532371639
spb,1646835262049977092,1600,3200,198.75,145.9375,22.125,22.941481704634327,16.845396157333695,2.553863057685708
net,1646897978398466637,800,400,50.0,50.0,47.625,10.047345649246349,10.047345649246349,9.570096730907148
spb,1646834507655961017,1600,600,37.375,35.9375,10.875,15.562821308868532,14.964251258527435,4.528312554754389
spb,1646825929858038542,25600,25600,99.765625,99.390625,16.921875,637.7391797573366,635.3420395358525,108.17095249447073
spb,1646828876318023254,400,400,100.0,99.75,81.25,10.075111734728354,10.049923955391534,8.186028284466788
net,1646898310509997204,400,200,50.0,50.0,48.0,5.048968982144239,5.048968982144239,4.8470102228584695
spb,1646808740417737020,213320,133360,0.0,0.0,0.0,0.0,0.0,0.0
net,1646820983572002079,1600,1600,70.5,50.31250000000001,2.875,29.242615184890127,20.869064914748716,1.192517995128498
net,1646840001036062932,100,50,50.0,50.0,46.0,1.3016227657102646,1.3016227657102646,1.1974929444534435
net,1646825929858383817,25600,25598,12.734375,12.5234375,5.859375,81.4492936241528,80.10013354571592,37.47666884546908
spb,1646833738721571779,1600,3200,199.0625,159.5625,21.0625,22.99043286553635,18.428438023772152,2.4325826925229985
spb,1646822354322578929,213320,213376,0.0379711231951997,0.01125070316894806,0.0009375585974123383,1.7783156352693836,0.5269083363761137,0.043909028031342806
net,1646898979452053042,100,50,50.0,50.0,48.0,1.3016368323422831,1.3016368323422831,1.2495713590485917
spb,1646826992524989929,6400,6400,99.578125,82.1875,11.125,160.4809730586872,132.45409042659574,17.929146841014482
spb,1646820628171657767,1600,1600,99.1875,75.125,9.5,41.18697482611675,31.19517564019681,3.94481422405151
